country,prime,area_2000_ha,area_2010_ha,area_2016_ha,area_2023_ha
Hungary,Carmenère,,0.4551,0.4551,0.4551
Hungary,Chardonnay,2954.208,2756.7498,2463.65938,1911.1134
Hungary,Chasselas,1902.024,1891.8041,1159.4819,594.2778
Hungary,Chenin Blanc,,5.545,5.8996,6.471
Hungary,Csaba Gyöngye,,88.7911,63.4381,30.7565
Hungary,Cserszegi Fűszeres,2185.304,3608.7158,4299.48605,3566.9788
Hungary,Csillám,,19.7394,24.95,17.8357
Hungary,Csomorika,,0.4682,0.4682,0.6044
Hungary,Csókaszőlő,,2.2414,1.54745,3.0405
Hungary,Côt,,0.1878,2.667,15.9701
Hungary,Domina,,0.5947,0.5947,
Hungary,Dornfelder,,23.3606,28.6113,31.5711
Hungary,Duna Gyöngye,,,,39.3779
Hungary,Duna Gyöngye,,63.0462,45.3962,
Hungary,Ezerfürtű,404.686,377.3548,263.637,101.9723
Hungary,Ezerjó,3156.551,1073.8868,635.5292,309.7195
Hungary,Favorit,,,0.3007,0.3477
Hungary,Fetească Albă,971.2464,,,
Hungary,Fetească Neagră,,,0.564,1.8101
Hungary,Fetească Regală,566.5604,,,
Hungary,Frühroter Veltliner,,10.3445,10.3926,2.9727
Hungary,Furmint,3480.3,4164.6621,3861.97893,3313.5564
Hungary,Gamay Noir,,3.055,3.055,3.055
Hungary,Generosa,,103.1899,324.7094,803.8261
Hungary,Gesztus,,0.2854,0.2854,0.2854
Hungary,Gewürztraminer,,,693.8635,690.1187
Hungary,Goldburger,,0.2667,0.2667,
Hungary,Grasă de Cotnari,,45.4901,48.6933,40.5334
Hungary,Graševina,6677.319,4664.3638,3932.53872,2966.9729
Hungary,Grüner Veltliner,1335.464,1532.7043,1380.6714,1218.9504
Hungary,Gyöngyrizling,,23.4553,15.5199,10.1348
Hungary,Göcseji Zamatos,,15.2888,9.6231,4.8689
Hungary,Hajnalka,,,0.047,
Hungary,Hamvas,,,0.2273,0.2273
Hungary,Heuréka,,,0.1848,0.1848
Hungary,Hibernal,,,,1.3111
Hungary,Hárslevelű,1011.715,1659.3993,1602.86668,1313.3115
Hungary,Irsai Olivér,,1089.904,1530.74893,2198.7817
Hungary,Jardovany Fekete,,,0.064,0.8222
Hungary,Jubileum 75,,194.4953,91.3413,27.0261
Hungary,Jubiläumsrebe,,0.4268,0.4268,
Hungary,Juhfark,,186.1048,195.1915,140.2483
Hungary,Jádorvány,,,0.3096,0.3058
Hungary,Jázmin,,,1.8899,4.8247
Hungary,K.35,,0.1848,,
Hungary,Kabar,,18.1336,30.2567,35.7041
Hungary,Kadarka,1011.715,531.5801,351.4345,231.7364
Hungary,Karát,,50.4764,43.5244,35.9206
Hungary,Kerner,,1.6098,1.6098,0.228
Hungary,Királyleányka,,855.0491,783.5474,799.3001
Hungary,Kocsis Irma,,10.7377,2.2599,1.2739
Hungary,Korai Bibor,,,,0.025
Hungary,Korona,,0.5775,0.9195,0.7935
Hungary,Kozma CS. 2,,0.076,,
Hungary,Kozmopoliten,,,0.1901,0.1901
Hungary,Kreaca,,2.8565,1.8946,1.1652
Hungary,Kunbarát,,8.6193,0.3992,
Hungary,Kunleány,1375.932,1210.6067,974.377,559.624
Hungary,Kurucvér,,0.1671,0.1144,
Hungary,Kármin,,36.2014,23.7659,2.8847
Hungary,Kéknyelű,,42.5247,49.5317,45.1943
Hungary,Kövidinka,1214.058,1019.564,657.7143,447.8291
Hungary,Lakhegyi Mézes,566.5604,305.7106,145.3446,56.3591
Hungary,Laska,,,0.0504,0.9096
Hungary,Leányka,,837.8175,718.6232,453.7019
Hungary,Magyarfrankos,,0.3988,0.2877,0.2877
Hungary,Marselan,,1.7439,1.7439,1.7439
Hungary,Medina,,151.0534,123.7173,100.6529
Hungary,Menoir,,65.3538,60.7731,50.2308
Hungary,Merlot,485.6232,1907.4606,1960.99423,2045.8832
Hungary,Messiás,,,,0.466
Hungary,Meszi Kadarka,,,0.4794,4.6682
Hungary,Moscato Giallo,,,,16.6972
Hungary,Muscaris,,,,0.3734
Hungary,Muscat Blanc à Petits Grains,1537.807,708.9395,762.2935,833.523
Hungary,Muscat Ottonel,1416.401,1231.8854,1256.351,1047.4458
Hungary,Muscat of Hamburg,,12.1394,11.5555,11.9028
Hungary,Mátrai Muskotály,,66.7269,49.4507,11.8051
Hungary,Mézes Fehér,,2.3356,0.5856,0.6606
Hungary,Müller-Thurgau,3277.957,2098.1158,1669.6458,1047.8015
Hungary,Nektár,,21.2419,22.3465,16.7811
Hungary,Nero d'Avola,,50.4916,86.2769,118.5854
Hungary,Nosztori Rizling,,0.6209,0.191,0.013
Hungary,Odessky Cherny,,6.9957,8.0376,11.1943
Hungary,Odysseus,,4.4393,25.2084,21.181
Hungary,Oraniensteiner,,1,,
Hungary,Orpheus,,0.325,1.5468,1.1468
Hungary,Palatina,,5.9377,3.1876,1.4958
Hungary,Pamid,121.4058,82.4036,31.97256,7.0391
Hungary,Pannon Frankos,,15.97,12.1139,9.2499
Hungary,Panonia,,,8.2001,25.3454
Hungary,Pecsi Szagos,,1.0524,0.7635,1.1835
Hungary,Pelso,,0.668,0.6767,0.3967
Hungary,Petit Verdot,,3.886,3.886,4.851
Hungary,Pinot Blanc,,237.2394,228.4965,201.6749
Hungary,Pinot Gris,890.3092,1623.9871,1594.1315,1639.4962
Hungary,Pinot Meunier,,,,0.547
Hungary,Pinot Noir,242.8116,1090.8604,1092.30403,1081.4306
Hungary,Pinot Noir Précoce,,,0.07,0.07
Hungary,Pinot Regina,,,,4.4336
Hungary,Pozsonyi Fehér,,10.362,9.5687,6.9305
Hungary,Purcsin,,,0.3011,0.3011
Hungary,Pátria,,2.9166,4.7964,4.816
Hungary,Pölöskei Muskotály,,102.8935,124.1487,121.177
Hungary,Refrén,,0.3939,0.3939,0.3939
Hungary,Regent,,2.73,4.2204,0.7513
Hungary,Riesling,1618.744,1303.7192,1261.00045,1018.6212
Hungary,Roter Veltliner,,5.4856,,0.6151
Hungary,Rozala Bianca,,1.5235,2.0663,2.2928
Hungary,Rubintos,,18.1469,13.482,5.3908
Hungary,Rózsakő,,18.5626,17.455,14.7371
Hungary,Rösler,,,1.102,0.4
Hungary,Sagrantino,,0.9613,1.4141,2.2775
Hungary,Sangiovese,,0.5643,1.0943,2.3325
Hungary,Sankt Laurent,,1.3803,1.4004,1.3214
Hungary,Sauvignon Blanc,323.7488,907.461,982.43045,869.6659
Hungary,Savagnin Blanc,,772.0288,,
Hungary,Savagnin Rose,,,0.5951,0.3126
Hungary,Scheurebe,,0.1264,,
Hungary,Silvaner,1618.744,7.6047,6.9734,2.3422
Hungary,Solaris,,,0.2411,1.4117
Hungary,Somszoekoe Kék,,,0.048,0.1485
Hungary,Sremska Zelenika,,0.3881,0.095,0.135
Hungary,Sylver,,,,0.4493
Hungary,Syrah,,176.9771,215.0282,337.5448
Hungary,Sárfehér,,,1.8704,2.1026
Hungary,Sémillon,,57.5806,42.8376,20.6408
Hungary,Tannat,,1.4389,1.43,2.2132
Hungary,Taurus,,,0.3,0.03
Hungary,Tempranillo,,,,1.76
Hungary,Tihanyi Kék,,,0.048,0.1352
Hungary,Tribidrag,,,,0.47
Hungary,Trilla,,1.1,1.1,1.1
Hungary,Turán,,175.1361,180.9757,155.7244
Hungary,Táltos,,1.0356,0.5404,0.2
Hungary,Vertes Csillaga,,21.2977,11.427,5.7816
Hungary,Viktor,,0.18,,0.8138
Hungary,Viktória Gyöngye,,190.3597,197.8199,164.4638
Hungary,Villard Blanc,,192.0246,199.0672,216.5025
Hungary,Viognier,,6.0746,13.4018,14.4828
Hungary,Vranac,,,0.1359,
Hungary,Vulcanus,,4.6625,5.3953,6.0419
Hungary,Zalagyöngye,2549.522,1754.8582,1064.5541,457.9797
Hungary,Zalan,,,,0.407
Hungary,Zefír,,49.3487,14.6166,7.3342
Hungary,Zengő,,264.4731,225.7329,141.2357
Hungary,Zenit,404.686,558.9737,639.4372,634.8818
Hungary,Zeusz,,27.5101,27.4942,28.0744
Hungary,Zierfandler,,31.9583,23.0069,15.6214
Hungary,Zweigelt,2266.242,2050.4417,1687.1294,1186.2853
Hungary,Zéta,,118.3665,117.5623,109.0508
Hungary,other,,,,0.356
Hungary,other red,6856.233,372.5226,132.72909,
Hungary,other white,21593.19,3736.3146,1037.6688,514.8621
Hungary,Úrréti,,0.11,0.3268,0.08
India,Cabernet Sauvignon,,,100,120
India,Chardonnay,,,100,120
India,Muscat of Alexandria,,,100,120
India,Pinot Noir,,,100,120
India,Sauvignon Blanc,,,500,600
India,Sultaniye,,,1000,1200
India,Syrah,,,500,600
India,Trebbiano Toscano,,,300,360
Israel,Argaman,202.343,202.343,275,357.5
Israel,Cabernet Franc,,,110,143
Israel,Cabernet Sauvignon,607.029,607.029,990,1287
Israel,Chardonnay,141.6401,141.6401,165,214.5
Israel,Chenin Blanc,101.1715,101.1715,,
Israel,Colombard,485.6232,485.6232,220,286
Israel,Côt,,,110,143
Israel,Durif,,,110,143
Israel,Emerald Riesling,343.9831,343.9831,110,143
Israel,Mazuelo,971.2464,971.2464,935,1215.5
Israel,Merlot,647.4976,647.4976,715,929.5
Israel,Monastrell,,,55,71.5
Israel,Muscat of Alexandria,202.343,202.343,220,286
Israel,Petit Verdot,,,275,357.5
Israel,Sauvignon Blanc,263.0459,263.0459,110,143
Israel,Syrah,,,385,500.5
Israel,Tempranillo,,,55,71.5
Israel,other red,542.114062,542.114062,132.7272727,172.5454559
Israel,other white,343.338906,343.338906,27.27272727,35.45454407
Italy,Abbuoto,696.33,37.06,18.49882444,
Italy,Abrusco,398.87,423.05,213.4629233,
Italy,Afus Ali,1509.49,320.91,41.25423101,
Italy,Aglianico,9264.44,9910.42,9627.109588,9578
Italy,Aglianicone,148.35,62.43,30.26329016,
Italy,Albana,2487.22,1522.75,782.0390841,1035
Italy,Albanello,116.6,17.71,2.071440568,
Italy,Albaranzeuli Bianco,72.25,6.86,2.427009586,
Italy,Albaranzeuli Nero,39.81,49.45,27.51050419,
Italy,Albarola,4089.9,196.71,95.2553017,
Italy,Albarossa,4.76,80.05,69.56793754,
Italy,Aleatico,444.53,332.5,149.0265593,
Italy,Alicante Henri Bouschet,510.22,645.29,285.9107267,7066
Italy,Alionza,40.68,10.59,8.565098826,
Italy,Ancellotta,4389.43,4342.78,1699.99141,5185
Italy,Arneis,737.76,969.89,1108.238273,1229
Italy,Arvesiniadu,146.51,29.91,12.58953387,
Italy,Arvine,4.26,18.67,14.12692568,
Italy,Avana,52.55,27.52,18.46134123,
Italy,Avarengo,1452.99,987.25,153.1932588,
Italy,Baratuciat,,1.7,1.74725054,
Italy,Barbera,27175.37,20523.88,15006.39198,17235
Italy,Barbera Bianca,251.26,180.98,114.2983455,
Italy,Barbera Sarda,325.85,83.93,69.71796098,
Italy,Barsaglina,20.31,17.06,8.50639387,
Italy,Bellone,1315.23,511.18,184.027758,
Italy,Biancame,1329.68,2599.08,1336.040726,602
Italy,Bianchetta Trevigiana,53.33,13.44,11.56805635,
Italy,Bianco d'Alessano,941.05,419.24,38.28281647,
Italy,Biancolella,385.34,163.61,22.62091281,
Italy,Biancone di Portoferraio,67,77.76,30.6787529,
Italy,Blauer Portugieser,93.75,167.17,51.18453044,
Italy,Blauer Wildbacher,8.19,2.62,2.851498265,
Italy,Blaufränkisch,111.26,58.95,27.70517407,
Italy,Bombino Bianco,2893.33,1229.03,1137.765552,962
Italy,Bombino Nero,1155.58,1200.91,865.3389188,358
Italy,Bonamico,82.68,26.33,12.22174197,
Italy,Bonarda Grande,538.04,,,
Italy,Bonarda Piemontese,23.44,5.96,5926.387399,4306
Italy,Bonda,2.87,6.85,7.437155484,
Italy,Bosco,87.54,81.86,49.6467414,
Italy,Bracciola Nera,88.8,26.07,3.603993174,
Italy,Brachetto del Piemonte,1534.22,1459.81,1691.888734,1212
Italy,Bric,20.87,2.27,1.420108821,
Italy,Bronner,,5.98,1.654559648,
Italy,Bussanello,7.74,11.97,3.05433326,
Italy,Cabernet Franc,6639.08,6313.68,5589.631729,4125
Italy,Cabernet Sauvignon,7682.07,13724.48,14240.37558,13896
Italy,Caddiu,977.5,308.88,83.46825194,
Italy,Caloria,128.58,108.02,45.3520588,
Italy,Canaiolo Nero,2417.72,1068.37,1031.130947,799
Italy,Capolongo,,5.07,0.4917363977,
Italy,Carica l'Asino,298.97,17.42,5.4649242,
Italy,Carmenère,42.66,1073.59,634.5686667,
Italy,Carricante,252.06,204.59,34.83568583,
Italy,Casavecchia,,135.79,86.44831185,
Italy,Casetta,,12.49,13.56550599,
Italy,Castiglione,83.3,18.31,4.371620379,
Italy,Catalanesca,,53.72,6.853640343,
Italy,Catanese Nero,75.85,14.73,6.865452147,
Italy,Catarratto Bianco,50710.7,34794.24,28563.01795,31125
Italy,Cavrara,,23.1,1.440171847,
Italy,Cellerina,,1.6,1.600343718,
Italy,Centesimino,,23.82,25.01876037,
Italy,Cesanese,1024.28,679.37,445.8705833,
Italy,Chardonnay,11686.99,19709.4,19768.68496,23135
Italy,Chasselas,21.83,33.53,11.4369199,
Italy,Chatus,,13.31,9.000628429,
Italy,Chenin Blanc,,45.12,7.041584404,
Italy,Cianorie,,2.45,1.324628121,
Italy,Ciliegiolo,2526.92,1829.95,896.5052908,1465
Italy,Cinsaut,274.17,51.2,4.055294787,
Italy,Cividin,,4.13,4.232942384,
Italy,Clairette,146.99,183.02,25.01271504,
Italy,Cococciola,886.87,982.74,1670.747755,1467
Italy,Coda di Volpe Bianca,979.69,586.47,76.75748118,
Italy,Colombana Nera,126.39,38.1,16.48264931,
Italy,Corbina Vicentina,,12.26,12.25285238,
Italy,Cordenossa,,5.16,1.736188881,
Italy,Cornalin,1.21,11.29,9.105278871,
Italy,Cornarea,21.66,13.25,8.094011281,
Italy,Cortese,3113.45,2952.6,2404.984576,3363
Italy,Corvina Veronese,4780.86,7476.97,6221.695561,7343
Italy,Corvinone,88.36,929.26,1140.062148,
Italy,Cove,55.67,6.48,6.102007295,
Italy,Croatina,3115.62,5684.23,2678.254129,
Italy,Crovassa,1.52,0.25,0.2647359458,
Italy,Côt,251.38,260.36,178.2131436,
Italy,Damaschino,379.79,220.91,52.33118512,
Italy,Dindarella,8.57,6.88,5.020045046,
Italy,Diolinoir,6.38,2.32,2.113095299,
Italy,Dolcetto,7155.78,6128.38,4381.245366,4144
Italy,Dolciame,6.38,10.54,6.004900262,
Italy,Douce Noire,2642.41,820.91,629.8802298,
Italy,Doux d'Henry,26.41,9.4,6.114635452,
Italy,Drupeggio,617.43,286.11,81.03157392,
Italy,Durella,599.34,469.54,480.1086483,
Italy,Enantio,1062.08,724.45,177.731505,
Italy,Erbaluce,328.8,319.4,315.710767,
Italy,Erbamat,,24.17,1.535345072,
Italy,Ervi,5.33,4.23,3.399156473,
Italy,Falanghina,1658.45,3037.4,322.7635984,
Italy,Falanghina Flegrea,,,3634,5353
Italy,Fenile,,5.46,0.8125444749,
Italy,Fertilia,13.33,3.39,2.039528784,
Italy,Fiano,758.18,1376.84,2086.694834,2596
Italy,Flavis,12.08,3.12,2.643942973,
Italy,Fogarina,,5.13,2.958107367,
Italy,Foglia Tonda,40.06,101.49,68.3320423,
Italy,Forastera,98.13,56.45,8.381301107,
Italy,Forgiarin,1.67,4,2.790993617,
Italy,Forsellina,9.38,7.18,6.591313796,
Italy,Fortana,1251.96,642.4,469.4409752,
Italy,Francavidda,85.58,12.7,1.551336276,
Italy,Frappato,783.8,752.33,579.7581894,821
Italy,Freisa,1415.42,1041.24,514.0000295,849
Italy,Fubiano,2.33,9.19,2.37063345,
Italy,Fumin,73.18,31.36,25.05267972,
Italy,Gaglioppo,3591.64,4213.67,4625.733615,3674
Italy,Gamaret,10.82,19.89,10.1156753,
Italy,Gamay Noir,151.85,122.15,63.89000802,
Italy,Gamba Rossa,,0.61,0.4778697038,
Italy,Garanoir,25.84,13.19,3.933200572,
Italy,Garganega,16548.97,15375.03,8521.626574,13359
Italy,Garnacha Tinta,6780.87,6372.24,5420.939931,
Italy,Gewürztraminer,540.84,1408.42,1320.970161,1338
Italy,Ginestra,,3.75,0.5057867884,
Italy,Giro Nero,537.49,199.73,136.2291822,
Italy,Goldtraminer,,9.08,4.853849479,
Italy,Gosen,,1.31,0.09053438416,
Italy,Graciano,884.35,469.33,436.6042215,
Italy,Grapariol,,2.18,2.330211314,
Italy,Graševina,2006.92,1568.23,1258.842356,
Italy,Grechetto Rosso,110.86,48.92,34.9166403,
Italy,Grechetto di Orvieto,1176.88,1501.31,1823.583824,2091
Italy,Greco,1324.35,157.91,20.38149998,2391
Italy,Greco Bianco,660.2,1604.03,2050.352527,
Italy,Greco Nero,2715.45,826.61,80.36268639,
Italy,Grignolino,1327.63,915.05,911.2411827,773
Italy,Grillo,1803.41,6294.51,7381.541687,9482
Italy,Groppello Gentile,218.77,326.4,78.2282549,
Italy,Groppello di Mocasina,119.55,80.99,24.25078306,
Italy,Groppello di Revo,,12.19,11.84050595,
Italy,Grüner Veltliner,129.38,164.92,55.02174349,
Italy,Guardavalle,167.6,33.47,15.80056508,
Italy,Hrvatica,244.61,115.69,53.17092649,
Italy,Impigno,60.1,7.03,1.703223385,
Italy,Incrocio Bianco Fedit 51,11.16,4.74,0.8217108431,
Italy,Incrocio Bruni 54,12.34,12.19,3.473164188,
Italy,Incrocio Manzoni 2.15,165.83,85.83,71.69290512,
Italy,Incrocio Terzi 1,65.48,43.54,12.10238076,
Italy,Invernenga,31.56,6.51,4.931713567,
Italy,Inzolia,9259.16,6132.51,4740.058042,5846
Italy,Italica,178.09,367.44,47.30324901,
Italy,Kerner,25.44,82.73,16.02438448,
Italy,Korinthiaki,55.82,50.19,17.07086617,
Italy,Königin der Weingärten,183.74,61.04,8.842323959,
Italy,Lacrima di Morro d'Alba,651.66,420.71,252.0495223,
Italy,Lagarino Bianco,,22.74,5.590860733,
Italy,Lagrein,470.98,653.5,227.2976638,617
Italy,Lambrusca di Alessandria,888.36,137.21,58.47752628,
Italy,Lambrusco Barghi,,18.32,2.681195336,
Italy,Lambrusco Grasparossa,1719.6,2725.94,943.4136559,2261
Italy,Lambrusco Maestri,1361.63,2222.68,5609.518489,5544
Italy,Lambrusco Marani,2279.89,1393.57,1074.195104,617
Italy,Lambrusco Montericco,261.64,70.18,25.4850627,
Italy,Lambrusco Oliva,,111.52,104.2020207,
Italy,Lambrusco Salamino,4146.86,5002.82,6227.639677,5363
Italy,Lambrusco Viadanese,277.05,240.44,58.82402434,
Italy,Lambrusco di Sorbara,1409.39,1605.73,857.6179957,1469
Italy,Lecinaro,,0.66,0.4428303404,
Italy,Lumassina,110.68,97.6,36.74324429,
Italy,Maceratino,121.81,176.63,38.64171378,
Italy,Magliocco Canino,578.74,538.6,679.0152387,2789
Italy,Magliocco Dolce,243.29,86.64,51.29500406,
Italy,Maiolica,70.4,26.07,12.69315666,
Italy,Maiolina,,1.48,0.3855504624,
Italy,Malbo Gentile,106,210.51,218.5407516,
Italy,Malvasia Bianca Lunga,3937.25,2258.76,1247.285536,1775
Italy,Malvasia Bianca di Basilicata,874.84,210.04,31.92782744,
Italy,Malvasia Bianca di Candia,11921.05,9230.77,9027.58705,9814
Italy,Malvasia Nera Lunga,,38.35,13.85813024,
Italy,Malvasia Nera di Basilicata,753.8,114.09,39.16120696,
Italy,Malvasia Nera di Brindisi,2825.98,1281.13,1247.22198,1170
Italy,Malvasia del Lazio,2365.62,590.46,679.7877682,976
Italy,Malvasia di Candia Aromatica,1754.01,926.59,1087.236221,952
Italy,Malvasia di Casorzo,97.55,107.25,98.65802596,
Italy,Malvasia di Lipari,494.48,167.21,106.3414695,
Italy,Malvasia di Schierano,180.5,88.89,82.11418735,
Italy,Malvazija Istarska,424.7,296.1,272.3519235,
Italy,Mammolo,137.68,51.69,26.27796867,
Italy,Manzoni Bianco,8289.55,382.22,338.7528322,611
Italy,Manzoni Moscato,,19.79,19.26957892,
Italy,Manzoni Rosa,,29.2,22.55938625,
Italy,Marsanne,48.58,55.11,47.49944192,
Italy,Marzemina Bianca,78.2,54.17,54.56500199,
Italy,Marzemino,994.1,1089.53,784.9382727,1399
Italy,Maturana Blanca,,9.6,2.299783638,
Italy,Mayolet,3.87,7.3,5.750153286,
Italy,Mazuelo,1720.62,2022.7,1686.189215,2177
Italy,Mazzese,79.82,75.96,57.23168095,
Italy,Melara,12.94,2.81,1.499820046,
Italy,Merlese,,14.49,7.731329632,
Italy,Merlot,21861.43,28041.7,24057.01569,26360
Italy,Minella Bianca,72.91,65.25,19.15857276,
Italy,Molinara,1300.77,594.64,604.6896471,828
Italy,Mondeuse Noire,,3.82,0.761334258,
Italy,Monica Nera,2834.92,1403.57,1202.958902,1759
Italy,Montepulciano,28679.23,34824.27,32724.02457,30699
Italy,Montonico Bianco,646.66,734.42,567.3182464,
Italy,Montu,1091.25,,,
Italy,Moradella,,5.77,1.371876832,
Italy,Morone,21.95,12.85,7.27606551,
Italy,Moscatello Selvatico,105.26,34.75,4.948646546,
Italy,Moscato Giallo,344.9,1126.99,1108.192698,1016
Italy,Moscato Rosa del Trentino,93.14,66.33,38.62113731,
Italy,Moscato di Scanzo,72.61,53.18,9.50018231,
Italy,Moscato di Terracina,229.31,138.43,22.16642393,
Italy,Mostosa,94.87,23.79,15.64821738,
Italy,Muscat Blanc à Petits Grains,13015.51,11506.38,13334.13383,14791
Italy,Muscat Ottonel,,0.16,0.006262866421,
Italy,Muscat of Alexandria,1157.25,1520.74,1374.670838,2343
Italy,Muscat of Hamburg,198.86,73.23,22.03164074,
Italy,Müller-Thurgau,996.08,1312.28,1296.125573,1636
Italy,Nascetta,,21.08,17.01532253,
Italy,Nasco,166.06,141.4,91.09752696,
Italy,Nebbiera,19.58,12.15,8.681644713,
Italy,Nebbiolo,4777.95,5535.93,7551.288209,6950
Italy,Negretto,279.88,75.49,35.18045011,
Italy,Negroamaro,16618.87,11491.6,11430.73275,10850
Italy,Ner d'Ala,7.77,30.13,10.0209123,
Italy,Nerello Cappuccio,1501.13,508.06,124.8313716,752
Italy,Nerello Mascalese,4167.18,2883.32,1804.959298,2990
Italy,Neretta Cuneese,373.92,131.56,119.4600206,
Italy,Neretto di Bairo,52.51,33.95,18.57259318,
Italy,Nero Buono di Cori,113.78,134.84,57.89418934,
Italy,Nero d'Avola,11318.14,16595.01,14128.54259,19972
Italy,Nero di Troia,1765.38,2572.48,2512.305743,1586
Italy,Neyret,75.82,40.91,12.45917891,
Italy,Nieddera,58.19,106.73,90.7572609,
Italy,Nigra,7.17,2.5,1.097648284,
Italy,Nocera,26.94,14.78,5.034297715,
Italy,Nosiola,191.31,79.26,64.71267859,
Italy,Notardomenico,13.13,9.66,9.215427715,
Italy,Nuragus,3185.85,1345.32,1008.26545,1355
Italy,Orpicchio,,0.5,0.02048325831,
Italy,Ortrugo,485.02,610.89,709.3251647,677
Italy,Oseleta,,14.74,16.04239864,
Italy,Pallagrello Bianco,,54.52,5.595038157,
Italy,Pallagrello Nero,,169.27,106.6046277,
Italy,Pampanaro,,4.58,0.7532000259,
Italy,Pampanuto,277.45,355.73,32.50386235,
Italy,Paolina,,1.4,0.1204639096,
Italy,Parraleta,140.69,119.18,95.62466017,
Italy,Pascale,1572.78,375.14,289.1508982,
Italy,Passau,11.97,5.17,3.419855537,
Italy,Passerina,715.33,894.21,932.5459051,2030
Italy,Pavana,68.55,31.98,19.78456799,
Italy,Pecorello,16.38,33.75,9.187294872,
Italy,Pecorino,86.51,1113.72,1627.999856,2881
Italy,Pelaverga,27.54,54.78,46.10084743,
Italy,Pelaverga Piccolo,23.72,5.78,5.677895931,
Italy,Pepella,,2.91,0.2004343439,
Italy,Perera,24.72,3.8,1.883022723,
Italy,Perla dei Vivi,,0.74,0.5769553187,
Italy,Perricone,579.63,228.44,79.71584499,
Italy,Persan,,3,2.824238093,
Italy,Petit Manseng,,20.64,4.33352319,
Italy,Petit Rouge,100.33,83.88,68.16482741,
Italy,Petit Verdot,60.78,658.65,295.6231734,1181
Italy,Piccola Nera,17.19,17.19,5.54505655,
Italy,Picolit,92.85,127.57,121.0670702,
Italy,Piculit Neri,126.17,21.73,8.197034894,
Italy,Piedirosso,896.14,698.61,592.6404345,1123
